"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"95 years"	"95"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Jan., 2018"	"2018/01"	4114	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Feb., 2018"	"2018/02"	3278	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Mar., 2018"	"2018/03"	3267	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Apr., 2018"	"2018/04"	2983	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"May, 2018"	"2018/05"	2820	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Jun., 2018"	"2018/06"	2645	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Jul., 2018"	"2018/07"	2793	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Aug., 2018"	"2018/08"	2685	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Sep., 2018"	"2018/09"	2734	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Oct., 2018"	"2018/10"	2932	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Nov., 2018"	"2018/11"	2927	Not Applicable	Not Applicable
	"96 years"	"96"	"2018"	"2018"	"Dec., 2018"	"2018/12"	3160	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Jan., 2019"	"2019/01"	3366	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Feb., 2019"	"2019/02"	2946	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Mar., 2019"	"2019/03"	3208	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Apr., 2019"	"2019/04"	3020	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"May, 2019"	"2019/05"	2887	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Jun., 2019"	"2019/06"	2858	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Jul., 2019"	"2019/07"	2776	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Aug., 2019"	"2019/08"	2812	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Sep., 2019"	"2019/09"	2917	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Oct., 2019"	"2019/10"	3025	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Nov., 2019"	"2019/11"	2983	Not Applicable	Not Applicable
	"96 years"	"96"	"2019"	"2019"	"Dec., 2019"	"2019/12"	3236	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Jan., 2020"	"2020/01"	3365	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2917	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Mar., 2020"	"2020/03"	3480	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Apr., 2020"	"2020/04"	4315	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"May, 2020"	"2020/05"	3510	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2998	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Jul., 2020"	"2020/07"	3375	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Aug., 2020"	"2020/08"	3254	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Sep., 2020"	"2020/09"	3130	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Oct., 2020"	"2020/10"	3352	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3814	Not Applicable	Not Applicable
	"96 years"	"96"	"2020"	"2020"	"Dec., 2020"	"2020/12"	4631	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Jan., 2021"	"2021/01"	4453	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Feb., 2021"	"2021/02"	3256	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Mar., 2021"	"2021/03"	3013	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Apr., 2021"	"2021/04"	2738	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"May, 2021"	"2021/05"	2805	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Jun., 2021"	"2021/06"	2726	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Jul., 2021"	"2021/07"	2918	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Aug., 2021"	"2021/08"	3153	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Sep., 2021"	"2021/09"	3053	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Oct., 2021"	"2021/10"	3268	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Nov., 2021"	"2021/11"	3265	Not Applicable	Not Applicable
	"96 years"	"96"	"2021"	"2021"	"Dec., 2021"	"2021/12"	3490	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	4249	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	3365	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	2942	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	2836	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	2947	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	2798	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	2973	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	2994	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	2964	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	3239	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	3232	Not Applicable	Not Applicable
	"96 years"	"96"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	3653	Not Applicable	Not Applicable
	"96 years"	"96"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	3611	Not Applicable	Not Applicable
	"96 years"	"96"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	2985	Not Applicable	Not Applicable
	"96 years"	"96"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	1653	Not Applicable	Not Applicable
	"96 years"	"96"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Jan., 2018"	"2018/01"	3210	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Feb., 2018"	"2018/02"	2580	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Mar., 2018"	"2018/03"	2533	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Apr., 2018"	"2018/04"	2292	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"May, 2018"	"2018/05"	2225	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Jun., 2018"	"2018/06"	2126	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Jul., 2018"	"2018/07"	2171	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Aug., 2018"	"2018/08"	2198	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Sep., 2018"	"2018/09"	2150	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Oct., 2018"	"2018/10"	2336	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Nov., 2018"	"2018/11"	2429	Not Applicable	Not Applicable
	"97 years"	"97"	"2018"	"2018"	"Dec., 2018"	"2018/12"	2658	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Jan., 2019"	"2019/01"	2761	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Feb., 2019"	"2019/02"	2446	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Mar., 2019"	"2019/03"	2628	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Apr., 2019"	"2019/04"	2377	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"May, 2019"	"2019/05"	2315	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Jun., 2019"	"2019/06"	2237	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Jul., 2019"	"2019/07"	2272	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Aug., 2019"	"2019/08"	2337	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Sep., 2019"	"2019/09"	2143	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Oct., 2019"	"2019/10"	2403	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Nov., 2019"	"2019/11"	2473	Not Applicable	Not Applicable
	"97 years"	"97"	"2019"	"2019"	"Dec., 2019"	"2019/12"	2586	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2695	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Feb., 2020"	"2020/02"	2445	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2741	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Apr., 2020"	"2020/04"	3461	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"May, 2020"	"2020/05"	2823	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Jun., 2020"	"2020/06"	2352	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Jul., 2020"	"2020/07"	2504	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Aug., 2020"	"2020/08"	2573	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Sep., 2020"	"2020/09"	2444	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Oct., 2020"	"2020/10"	2646	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Nov., 2020"	"2020/11"	3044	Not Applicable	Not Applicable
	"97 years"	"97"	"2020"	"2020"	"Dec., 2020"	"2020/12"	3640	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Jan., 2021"	"2021/01"	3533	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Feb., 2021"	"2021/02"	2583	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Mar., 2021"	"2021/03"	2369	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Apr., 2021"	"2021/04"	2234	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"May, 2021"	"2021/05"	2218	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Jun., 2021"	"2021/06"	2122	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Jul., 2021"	"2021/07"	2224	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Aug., 2021"	"2021/08"	2535	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Sep., 2021"	"2021/09"	2568	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Oct., 2021"	"2021/10"	2542	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Nov., 2021"	"2021/11"	2760	Not Applicable	Not Applicable
	"97 years"	"97"	"2021"	"2021"	"Dec., 2021"	"2021/12"	2843	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	3537	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	2643	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	2457	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	2265	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	2399	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	2386	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	2325	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	2474	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	2360	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	2543	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	2555	Not Applicable	Not Applicable
	"97 years"	"97"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	2917	Not Applicable	Not Applicable
	"97 years"	"97"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	2907	Not Applicable	Not Applicable
	"97 years"	"97"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	2373	Not Applicable	Not Applicable
	"97 years"	"97"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	1353	Not Applicable	Not Applicable
	"97 years"	"97"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Jan., 2018"	"2018/01"	2325	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Feb., 2018"	"2018/02"	1811	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Mar., 2018"	"2018/03"	1933	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Apr., 2018"	"2018/04"	1731	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"May, 2018"	"2018/05"	1581	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Jun., 2018"	"2018/06"	1553	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Jul., 2018"	"2018/07"	1597	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1613	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Sep., 2018"	"2018/09"	1599	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Oct., 2018"	"2018/10"	1786	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Nov., 2018"	"2018/11"	1796	Not Applicable	Not Applicable
	"98 years"	"98"	"2018"	"2018"	"Dec., 2018"	"2018/12"	1982	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Jan., 2019"	"2019/01"	2054	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Feb., 2019"	"2019/02"	1825	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Mar., 2019"	"2019/03"	1993	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Apr., 2019"	"2019/04"	1814	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"May, 2019"	"2019/05"	1843	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Jun., 2019"	"2019/06"	1658	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Jul., 2019"	"2019/07"	1745	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Aug., 2019"	"2019/08"	1657	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Sep., 2019"	"2019/09"	1648	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Oct., 2019"	"2019/10"	1963	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Nov., 2019"	"2019/11"	1966	Not Applicable	Not Applicable
	"98 years"	"98"	"2019"	"2019"	"Dec., 2019"	"2019/12"	2029	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Jan., 2020"	"2020/01"	2164	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Feb., 2020"	"2020/02"	1948	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Mar., 2020"	"2020/03"	2222	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2634	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"May, 2020"	"2020/05"	2194	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1798	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1945	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1967	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1905	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1997	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Nov., 2020"	"2020/11"	2336	Not Applicable	Not Applicable
	"98 years"	"98"	"2020"	"2020"	"Dec., 2020"	"2020/12"	2729	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Jan., 2021"	"2021/01"	2674	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Feb., 2021"	"2021/02"	1938	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Mar., 2021"	"2021/03"	1800	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Apr., 2021"	"2021/04"	1730	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"May, 2021"	"2021/05"	1796	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Jun., 2021"	"2021/06"	1604	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Jul., 2021"	"2021/07"	1682	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Aug., 2021"	"2021/08"	1966	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Sep., 2021"	"2021/09"	1859	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Oct., 2021"	"2021/10"	1954	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Nov., 2021"	"2021/11"	1965	Not Applicable	Not Applicable
	"98 years"	"98"	"2021"	"2021"	"Dec., 2021"	"2021/12"	2117	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Jan., 2022 (provisional)"	"2022/01"	2694	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Feb., 2022 (provisional)"	"2022/02"	2075	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Mar., 2022 (provisional)"	"2022/03"	1841	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Apr., 2022 (provisional)"	"2022/04"	1780	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"May, 2022 (provisional)"	"2022/05"	1836	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Jun., 2022 (provisional)"	"2022/06"	1829	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Jul., 2022 (provisional)"	"2022/07"	1915	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Aug., 2022 (provisional)"	"2022/08"	1885	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Sep., 2022 (provisional)"	"2022/09"	1816	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Oct., 2022 (provisional)"	"2022/10"	1987	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Nov., 2022 (provisional)"	"2022/11"	1977	Not Applicable	Not Applicable
	"98 years"	"98"	"2022 (provisional)"	"2022"	"Dec., 2022 (provisional)"	"2022/12"	2319	Not Applicable	Not Applicable
	"98 years"	"98"	"2023 (provisional and partial)"	"2023"	"Jan., 2023 (provisional)"	"2023/01"	2205	Not Applicable	Not Applicable
	"98 years"	"98"	"2023 (provisional and partial)"	"2023"	"Feb., 2023 (provisional)"	"2023/02"	1940	Not Applicable	Not Applicable
	"98 years"	"98"	"2023 (provisional and partial)"	"2023"	"Mar., 2023 (provisional)"	"2023/03"	1041	Not Applicable	Not Applicable
	"98 years"	"98"	"2023 (provisional and partial)"	"2023"	"Apr., 2023 (provisional and partial)"	"2023/04"	Suppressed	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Jan., 2018"	"2018/01"	1701	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Feb., 2018"	"2018/02"	1298	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Mar., 2018"	"2018/03"	1354	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Apr., 2018"	"2018/04"	1223	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"May, 2018"	"2018/05"	1151	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Jun., 2018"	"2018/06"	1075	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Jul., 2018"	"2018/07"	1086	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Aug., 2018"	"2018/08"	1120	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Sep., 2018"	"2018/09"	1090	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Oct., 2018"	"2018/10"	1135	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Nov., 2018"	"2018/11"	1176	Not Applicable	Not Applicable
	"99 years"	"99"	"2018"	"2018"	"Dec., 2018"	"2018/12"	1311	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Jan., 2019"	"2019/01"	1343	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Feb., 2019"	"2019/02"	1216	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Mar., 2019"	"2019/03"	1390	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Apr., 2019"	"2019/04"	1289	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"May, 2019"	"2019/05"	1176	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Jun., 2019"	"2019/06"	1221	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Jul., 2019"	"2019/07"	1170	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Aug., 2019"	"2019/08"	1185	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Sep., 2019"	"2019/09"	1255	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Oct., 2019"	"2019/10"	1460	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Nov., 2019"	"2019/11"	1399	Not Applicable	Not Applicable
	"99 years"	"99"	"2019"	"2019"	"Dec., 2019"	"2019/12"	1429	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Jan., 2020"	"2020/01"	1499	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Feb., 2020"	"2020/02"	1438	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Mar., 2020"	"2020/03"	1539	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Apr., 2020"	"2020/04"	2025	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"May, 2020"	"2020/05"	1667	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Jun., 2020"	"2020/06"	1323	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Jul., 2020"	"2020/07"	1469	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Aug., 2020"	"2020/08"	1483	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Sep., 2020"	"2020/09"	1368	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Oct., 2020"	"2020/10"	1555	Not Applicable	Not Applicable
	"99 years"	"99"	"2020"	"2020"	"Nov., 2020"	"2020/11"	1749	Not Applicable	Not Applicable
